address,comuna,surface_m2,distance_to_metro,price_uf
"Calle Juan Galaz 8, Estación Central",Estación Central,74,884,12.52
"Av. Juvenal Escobar 333, Santiago",Santiago,125,851,28.72
"Calle Alonso de Ribera 75, Lo Barnechea",Lo Barnechea,27,472,11.09
"Calle Los Naranjos 912, Santiago",Santiago,59,340,14.83
"Los Piñones 45, Las Condes",Las Condes,37,1445,15.49
"Matilde Rivas 966, Vitacura",Vitacura,61,1136,23.75
"Eliodoro Yáñez 2411, Providencia",Providencia,24,310,12.68
"Lautaro 61, San Miguel",San Miguel,26,86,10.57
"Av. Roger Acuña 4098, Maipú",Maipú,32,59,7.35
"Irarrázabal 92, Macul",Macul,46,79,14.96
"Ruth Rodríguez 5752, Macul",Macul,34,699,6.46
"Calle Jessica Rivas 5095, San Miguel",San Miguel,58,42,17.31
"Eulogio Silva 8, Ñuñoa",Ñuñoa,67,328,25.14
"Calle Beatriz Vera 6, Ñuñoa",Ñuñoa,56,1119,16.59
"Av. Manuel Guajardo 30, Estación Central",Estación Central,85,278,13.63
"Las Mandarinas 920, Vitacura",Vitacura,52,1152,21.64
"Lastarria 756, Maipú",Maipú,27,1094,5.0
"Calle San Martín 738, San Miguel",San Miguel,77,225,20.21
"Calle Pedro Montt 84, San Miguel",San Miguel,35,1043,9.02
"Calle Claudio Escobar 43, Macul",Macul,64,1101,18.53
"Avda. María Gálvez 726, San Miguel",San Miguel,83,405,21.83
"Pasaje Juan Cepeda 6018, Maipú",Maipú,53,189,12.39
"Paulina Sepúlveda 13, Maipú",Maipú,24,589,8.9
"Calle Michimalonco 226, San Miguel",San Miguel,30,2034,6.8
"Las Mosquetas 56, Providencia",Providencia,75,816,25.36
"Los Coihues 8111, San Miguel",San Miguel,41,151,12.17
"Francisco Toledo 8, Maipú",Maipú,46,918,11.47
"Avenida Los Helechos 72, Providencia",Providencia,60,445,25.56
"Las Margaritas 34, Santiago",Santiago,59,716,16.28
"Calle Paula Jaraquemada 906, Santiago",Santiago,49,1059,14.25
"Gaspar Carvajal 4981, Macul",Macul,41,578,13.56
"Calle Ramón Barros Luco 1751, Las Condes",Las Condes,39,1345,17.2
"Calle Lucas Pérez 9011, Macul",Macul,63,1024,11.33
"Calle Las Azucenas 1034, Maipú",Maipú,55,763,15.33
"Clemente Álvarez 829, Lo Barnechea",Lo Barnechea,40,130,23.87
"Los Aromos 6, Providencia",Providencia,68,1446,22.0
"Lorena Castillo 4030, Estación Central",Estación Central,42,2197,6.87
"Calle Damián Cubillos 639, Lo Barnechea",Lo Barnechea,31,117,18.38
"Calle Las Hortensias 584, Maipú",Maipú,32,535,9.76
"Ramón Picarte 714, San Miguel",San Miguel,30,239,10.15
"Calle Juan Guajardo 4, Providencia",Providencia,40,1123,11.92
"Las Rosas 389, Maipú",Maipú,73,1023,13.95
"Caupolicán 7, San Miguel",San Miguel,32,121,13.15
"Alonso de Ribera 9181, San Miguel",San Miguel,48,1676,12.85
"Antonio Varas 555, Ñuñoa",Ñuñoa,34,159,15.59
"Av. Francisco González 236, San Miguel",San Miguel,40,1276,9.31
"Calle Balmaceda 9594, Lo Barnechea",Lo Barnechea,24,488,15.48
"Avenida Los Laureles 9625, Ñuñoa",Ñuñoa,40,318,15.43
"Cristóbal Suazo 124, Estación Central",Estación Central,41,137,10.09
"Rafael Correa 6940, Providencia",Providencia,55,146,21.59
"Avenida Florencia Navarro 957, Santiago",Santiago,48,867,7.67
"Calle Los Digitales 234, Ñuñoa",Ñuñoa,27,639,10.66
"Calle Los Pinos 21, La Florida",La Florida,68,104,18.09
"Psje. Camila Rojas 88, Las Condes",Las Condes,48,95,22.79
"Psje. Gabriela Mistral 827, Estación Central",Estación Central,48,60,16.68
"Hernán Concha 116, San Miguel",San Miguel,44,1089,10.21
"Catalina Galaz 4685, Providencia",Providencia,36,995,15.3
"Hernán Muñoz 428, Las Condes",Las Condes,48,48,24.36
"Calle Angelo Moreno 7, Lo Barnechea",Lo Barnechea,54,657,27.11
"Los Calafates 9153, San Miguel",San Miguel,22,70,10.87
"Calle Baquedano 4096, Ñuñoa",Ñuñoa,36,1872,9.29
"Pasaje Las Margaritas 807, La Florida",La Florida,40,1901,10.57
"Calle Las Rosas 6510, San Miguel",San Miguel,49,958,16.55
"Calle José Garrido 7882, Providencia",Providencia,72,2084,22.51
"Pasaje Alonso de Ercilla 44, Santiago",Santiago,32,1334,10.7
"Los Calafates 356, Macul",Macul,36,1410,12.26
"Omar Rodríguez 372, Lo Barnechea",Lo Barnechea,36,674,18.54
"Lautaro 5313, Lo Barnechea",Lo Barnechea,32,292,16.38
"Calle Gabriela Mistral 8023, Vitacura",Vitacura,38,196,18.22
"Calle Los Tilos 725, Macul",Macul,60,317,15.17
"Alexis Andrade 22, Santiago",Santiago,29,792,9.89
"Avda. Camilo Henríquez 6030, San Miguel",San Miguel,53,151,17.39
"Ramón Barros Luco 844, La Florida",La Florida,22,239,9.39
"Avda. Enrique Mac Iver 42, La Florida",La Florida,35,504,8.49
"Avda. Las Mosquetas 8363, San Miguel",San Miguel,39,212,13.73
"Avda. Padre Alberto Hurtado 2923, Maipú",Maipú,87,710,17.81
"Calle Pedro Ramírez 2093, Providencia",Providencia,40,2052,15.32
"Calle Los Aromos 43, Las Condes",Las Condes,20,1102,8.28
"Gabriela Mistral 2604, Providencia",Providencia,20,878,9.32
"Calle Los Coihues 63, Las Condes",Las Condes,45,699,20.87
"Calle Arturo Prat 553, San Miguel",San Miguel,57,535,10.63
"Los Naranjos 71, Maipú",Maipú,51,165,7.42
"Calle Javier Núñez 6082, Vitacura",Vitacura,47,1800,23.61
"Lautaro 698, Las Condes",Las Condes,71,228,29.2
"Avenida Sofía Molina 22, San Miguel",San Miguel,36,76,14.35
"Calle Los Alerces 833, Maipú",Maipú,63,1109,8.99
"Calle Paula Jaraquemada 3738, Ñuñoa",Ñuñoa,23,154,13.95
"Calle Gabriela Mistral 68, San Miguel",San Miguel,31,372,10.9
"Los Aromos 26, Vitacura",Vitacura,21,22,12.01
"Los Digitales 380, Las Condes",Las Condes,40,117,22.92
"Margarita Ferreira 7903, Estación Central",Estación Central,43,152,11.82
"Las Maravillas 381, Estación Central",Estación Central,46,44,11.76
"Las Araucarias 786, Vitacura",Vitacura,45,855,19.17
"Carmen Flores 9390, Estación Central",Estación Central,30,1451,5.0
"Los Girasoles 58, Santiago",Santiago,41,373,13.5
"Av. Los Robles 28, Maipú",Maipú,24,1660,6.4
"Calle Martín Álvarez 542, San Miguel",San Miguel,77,191,18.45
"Avenida Manuel Rodríguez 28, San Miguel",San Miguel,39,314,15.01
"Avenida Las Rosas 6, San Miguel",San Miguel,36,130,8.92
"Psje. Pedro Aguirre Cerda 56, Santiago",Santiago,84,775,17.18
"Los Copihues 405, Las Condes",Las Condes,27,435,11.68
"Calle Los Cactus 791, Vitacura",Vitacura,28,760,14.14
"Av. Las Margaritas 437, Ñuñoa",Ñuñoa,28,1147,10.71
"Manuel Rodríguez 862, Macul",Macul,43,631,12.54
"Avda. Paulina Sepúlveda 872, Providencia",Providencia,53,790,18.3
"Av. Carlos Donoso 52, Santiago",Santiago,60,2189,10.92
"Calle Los Alerces 49, Estación Central",Estación Central,125,284,26.34
"Calle Manuel José Irarrázaval 961, Las Condes",Las Condes,20,355,18.04
"Avda. Alexander Cerda 101, Santiago",Santiago,57,1011,13.8
"Calle Lautaro 2900, San Miguel",San Miguel,35,755,7.95
"Franco Núñez 33, Maipú",Maipú,35,157,14.15
"Las Araucarias 572, Lo Barnechea",Lo Barnechea,34,377,12.66
"Los Aromos 2848, Santiago",Santiago,31,504,8.93
"Av. Arturo Prat 1862, La Florida",La Florida,87,434,15.72
"Calle Katherine Morales 236, Maipú",Maipú,62,157,11.35
"Los Abedules 4, Santiago",Santiago,45,2066,9.77
"Psje. San Martín 2515, San Miguel",San Miguel,76,1149,14.08
"Avenida Esmeralda 792, Santiago",Santiago,24,525,8.48
"Av. Alonso Marín 6147, Maipú",Maipú,26,911,6.83
"Av. Las Manzanillas 30, San Miguel",San Miguel,20,1820,5.0
"Calle Sergio Moraga 27, Vitacura",Vitacura,33,117,18.0
"Calle Francisco Bilbao 6226, Maipú",Maipú,47,230,11.11
"Los Aromos 669, Santiago",Santiago,46,625,14.17
"Av. Lucas Valenzuela 978, Santiago",Santiago,47,1283,10.97
"Las Azucenas 236, Providencia",Providencia,25,29,16.73
"Renata Pino 23, Santiago",Santiago,61,3309,14.43
"Calle Javiera Monsalve 272, Ñuñoa",Ñuñoa,49,485,18.23
"Pasaje Gabriela Mistral 52, Santiago",Santiago,59,356,18.79
"Los Higos 78, Las Condes",Las Condes,20,277,9.56
"Calle Daniela Ibarra 7260, Santiago",Santiago,50,153,13.61
"Arturo Prat 3917, Estación Central",Estación Central,27,1254,10.7
"Calle Esmeralda 3096, Vitacura",Vitacura,38,2488,16.02
"Calle Luis Pino 77, Estación Central",Estación Central,55,427,5.0
"Los Aromos 204, San Miguel",San Miguel,46,2436,9.83
"Calle Bastián Cerda 7206, Maipú",Maipú,31,1388,7.27
"Las Azucenas 94, La Florida",La Florida,44,524,5.0
"Avda. Los Digitales 24, San Miguel",San Miguel,24,896,11.06
"Héctor Ampuero 16, Macul",Macul,70,456,14.75
"Calle Consuelo Zavala 817, Maipú",Maipú,41,654,10.16
"Caupolicán 162, San Miguel",San Miguel,69,47,18.15
"Caupolicán 6111, Ñuñoa",Ñuñoa,36,953,9.48
"Amelia Núñez 2281, Santiago",Santiago,36,43,10.53
"Calle Anaís Herrera 503, La Florida",La Florida,32,1358,5.28
"Psje. Pedro de Valdivia 170, La Florida",La Florida,63,1394,14.95
"Arturo Prat 9546, La Florida",La Florida,33,216,9.97
"Calle Andrea Figueroa 9156, San Miguel",San Miguel,57,312,13.58
"Calle Caupolicán 167, La Florida",La Florida,38,525,7.49
"Calle Las Maravillas 413, Las Condes",Las Condes,20,726,13.94
"Avda. Carlos Rojo 698, San Miguel",San Miguel,35,271,15.0
"Las Mosquetas 7459, Vitacura",Vitacura,27,718,17.56
"Av. Lautaro 239, Ñuñoa",Ñuñoa,45,282,17.87
"Calle Giovanny Soto 8481, Ñuñoa",Ñuñoa,27,45,14.71
"Calle Colo Colo 6495, Ñuñoa",Ñuñoa,64,2,20.3
"Calle Manuel Rodríguez 5, Santiago",Santiago,43,85,13.45
"Las Margaritas 81, Ñuñoa",Ñuñoa,41,1257,11.84
"Calle Manuel Rodríguez 892, San Miguel",San Miguel,58,2604,7.76
"Los Aromos 255, Providencia",Providencia,65,445,26.02
"Alberto Hurtado 4090, Ñuñoa",Ñuñoa,44,575,13.61
"José Lillo 2296, Providencia",Providencia,32,127,18.73
"Calle Gabriela Soto 287, Las Condes",Las Condes,21,640,13.64
"Calle Vicuña Mackenna 73, Santiago",Santiago,33,125,13.33
"Arturo Prat 8973, Santiago",Santiago,34,755,11.24
"Calle Álvaro Casanova 42, Santiago",Santiago,46,2165,9.07
"Las Rosas 7, San Miguel",San Miguel,38,174,17.06
"Pasaje Gabriela Mistral 173, Ñuñoa",Ñuñoa,58,1157,17.84
"Av. Angie Guerra 2212, Maipú",Maipú,34,19,12.3
"Calle Los Robles 77, San Miguel",San Miguel,43,376,10.61
"Manuel Merino 6016, San Miguel",San Miguel,71,93,16.3
"Calle Los Coihues 87, Vitacura",Vitacura,51,347,24.56
"Alonso Martínez 759, Ñuñoa",Ñuñoa,43,152,17.47
"Calle Los Alerces 6992, Ñuñoa",Ñuñoa,35,373,11.86
"Arturo Prat 82, Ñuñoa",Ñuñoa,34,432,9.78
"Arturo Prat 7, San Miguel",San Miguel,31,286,7.41
"Calle Los Cactus 3, San Miguel",San Miguel,36,855,12.82
"Las Margaritas 2, Santiago",Santiago,60,2009,11.66
"Calle Los Copihues 782, La Florida",La Florida,40,409,9.65
"Calle Delfina Ormeño 605, La Florida",La Florida,26,170,13.2
"Calle Manuel Rodríguez 81, Macul",Macul,90,252,17.98
"Los Digitales 758, Estación Central",Estación Central,50,1539,7.45
"Tito Núñez 77, Vitacura",Vitacura,25,678,12.12
"Esmeralda 786, Lo Barnechea",Lo Barnechea,37,485,20.82
"Av. Las Manzanillas 249, Vitacura",Vitacura,46,129,27.97
"Av. Benjamín Vicuña Mackenna 296, Santiago",Santiago,88,477,21.99
"Las Mandarinas 28, Maipú",Maipú,28,261,10.82
"Los Girasoles 704, Providencia",Providencia,66,2294,20.1
"Calle Jessica Molina 8715, Maipú",Maipú,78,1723,18.14
"Picarte 5538, Las Condes",Las Condes,34,70,18.63
"Av. Los Naranjos 7630, Maipú",Maipú,40,581,11.51
"Calle Esmeralda 689, Ñuñoa",Ñuñoa,29,203,12.96
"Esmeralda 963, Las Condes",Las Condes,41,423,17.38
"Portales 79, San Miguel",San Miguel,44,1675,14.52
"Pasaje Sergio Lobos 358, Providencia",Providencia,58,599,22.32
"Eliodoro Yáñez 92, Providencia",Providencia,69,325,28.58
"Avenida Matta 62, Ñuñoa",Ñuñoa,33,186,14.93
"Calle María González 12, La Florida",La Florida,20,1288,5.0
"Roxana Gamboa 8602, San Miguel",San Miguel,44,783,9.86
"Esmeralda 434, Ñuñoa",Ñuñoa,50,504,17.25
"Ismael Gálvez 56, Santiago",Santiago,49,196,12.76
"Calle Los Copihues 291, Macul",Macul,39,325,9.0
"Las Hortensias 3244, Providencia",Providencia,46,2571,18.86
"Calle Lord Thomas Cochrane 770, San Miguel",San Miguel,81,587,16.67
"Calle Ramón Freire 8665, Las Condes",Las Condes,52,409,21.75
"Calle José Torres 290, Lo Barnechea",Lo Barnechea,38,589,17.52
"Los Copihues 999, Santiago",Santiago,36,1207,7.97
"Calle Lautaro 13, Lo Barnechea",Lo Barnechea,41,332,22.12
"José Valdés 1513, San Miguel",San Miguel,86,157,17.89
"Esmeralda 8244, Macul",Macul,41,703,11.62
"Psje. Cecilia Ramos 7768, Las Condes",Las Condes,44,875,18.5
"Calle Javiera Marchant 26, San Miguel",San Miguel,36,997,9.49
"Nataly Quezada 8376, Providencia",Providencia,69,1709,19.44
"Barros Luco 29, Estación Central",Estación Central,97,371,20.0
"Mónica Fuentes 317, San Miguel",San Miguel,53,62,17.71
"Psje. Manuel Rodríguez 698, La Florida",La Florida,46,2542,7.4
"Alonso de Ribera 6562, San Miguel",San Miguel,45,456,14.06
"Calle Romina Miranda 11, Vitacura",Vitacura,20,780,13.18
"Caupolicán 83, Santiago",Santiago,60,878,10.98
"Ivonne Valderrama 464, Estación Central",Estación Central,47,632,7.9
"Francisco Toro 71, Santiago",Santiago,53,183,17.98
"José Miguel Carrera 1077, La Florida",La Florida,33,1125,8.77
"Calle Los Helechos 795, Maipú",Maipú,38,1302,6.57
"Calle Juana Ríos 80, Providencia",Providencia,37,644,12.84
"Calle Los Calafates 6880, Providencia",Providencia,67,536,22.37
"Calle Arturo Prat 54, Santiago",Santiago,38,96,11.96
"Lautaro 885, San Miguel",San Miguel,102,70,21.99
"María Gómez 8, La Florida",La Florida,53,331,8.41
"Av. Ramón Carnicer 2002, Maipú",Maipú,26,297,11.25
"Los Alerces 33, Ñuñoa",Ñuñoa,42,2457,15.52
"Calle Cochrane 1, Providencia",Providencia,34,1224,10.08
"Av. Los Laureles 6414, La Florida",La Florida,20,862,6.74
"Ester Vera 829, Providencia",Providencia,84,583,26.03
"Calle Caupolicán 918, La Florida",La Florida,59,146,14.04
"Calle Ignacia Zavala 5731, San Miguel",San Miguel,55,3070,10.83
"Avda. Los Coihues 233, Santiago",Santiago,47,376,12.02
"Psje. Aníbal Pinto Garmendia 4376, Las Condes",Las Condes,25,90,20.09
"Los Helechos 6988, Santiago",Santiago,36,544,9.45
"Avda. Las Margaritas 4812, San Miguel",San Miguel,62,1657,11.41
"Gabriela Mistral 498, San Miguel",San Miguel,29,1746,5.86
"Diego Portales 2249, Lo Barnechea",Lo Barnechea,20,8,17.31
"Calle Luis Contreras 1724, Macul",Macul,40,1739,5.51
"Las Maravillas 254, Maipú",Maipú,42,253,8.96
"Juan Garrido 6868, Providencia",Providencia,47,31,24.43
"Calle Gabriela Mistral 5663, Las Condes",Las Condes,59,1505,22.31
"Calle Marisol Carvajal 161, Vitacura",Vitacura,57,1595,23.65
"Psje. Sofía Rojas 9431, Santiago",Santiago,49,725,17.8
"Calle Ramón Carnicer 513, Santiago",Santiago,72,683,17.31
"Los Encinos 5354, San Miguel",San Miguel,24,1341,5.44
"Calle Los Aromos 57, Providencia",Providencia,54,1234,18.14
"Calle Julieta Hernández 8720, Ñuñoa",Ñuñoa,57,1766,14.17
"José Victorino Lastarria 1412, San Miguel",San Miguel,27,643,11.85
"Cecilia Godoy 1371, San Miguel",San Miguel,24,2744,7.94
"Calle Los Copihues 98, Estación Central",Estación Central,33,4447,8.84
"Avda. Osvaldo Soto 85, Las Condes",Las Condes,34,99,20.74
"Las Mandarinas 884, Santiago",Santiago,60,1515,12.45
"Calle Los Cactus 64, San Miguel",San Miguel,34,554,7.76
"Osvaldo Almonacid 89, San Miguel",San Miguel,31,392,10.0
"Calle Patricio Lynch 6632, Macul",Macul,34,759,7.48
"Los Cactus 2653, Santiago",Santiago,69,46,19.53
"Pasaje Marta Rodríguez 3878, Estación Central",Estación Central,44,564,12.61
"Pasaje Los Coihues 76, Las Condes",Las Condes,41,1637,15.78
"Calle Los Laureles 259, Las Condes",Las Condes,42,192,19.81
"Manuel Rodríguez 8072, Macul",Macul,74,444,17.02
"Calle Sebastián Bustamante 5741, San Miguel",San Miguel,33,2243,10.21
"Calle Esmeralda 11, Providencia",Providencia,75,447,24.5
"Los Robles 5500, Las Condes",Las Condes,48,354,14.92
"Calle Sebastián Espinosa 282, Las Condes",Las Condes,41,464,19.09
"Calle Las Mandarinas 4914, Maipú",Maipú,121,586,23.17
"Calle Gabriela Mistral 76, Lo Barnechea",Lo Barnechea,29,799,14.84
"Vicuña Mackenna 59, Ñuñoa",Ñuñoa,38,1290,11.2
"Calle Esteban García 334, Providencia",Providencia,27,481,9.78
"Pedro Aguirre Cerda 8149, Ñuñoa",Ñuñoa,65,1360,20.45
"Jorge Santibáñez 31, Las Condes",Las Condes,87,610,31.66
"Claudio Herrera 85, San Miguel",San Miguel,87,330,19.59
"Gabriela Mistral 167, Las Condes",Las Condes,72,858,30.87
"José Fuentealba 4294, La Florida",La Florida,41,1011,6.97
"Agustina Silva 194, Providencia",Providencia,38,653,19.68
"Camilo Henríquez 878, San Miguel",San Miguel,22,46,10.81
"Calle Manuel Rodríguez 2, Maipú",Maipú,100,148,15.04
"Las Rosas 89, Santiago",Santiago,53,268,14.2
"Los Alerces 4980, San Miguel",San Miguel,36,265,13.94
"Luis Abarca 532, Ñuñoa",Ñuñoa,76,895,21.48
"Avda. Los Cactus 49, Ñuñoa",Ñuñoa,30,14,11.35
"Calle Caupolicán 233, Santiago",Santiago,52,1127,11.99
"Los Cactus 77, Estación Central",Estación Central,41,246,8.42
"Pasaje Manuel Rodríguez 923, Santiago",Santiago,57,296,16.46
"Av. Las Maravillas 791, San Miguel",San Miguel,43,600,13.47
"Avenida Jorge Peralta 928, Macul",Macul,25,194,7.43
"Calle Sandra Burgos 8, San Miguel",San Miguel,46,1726,8.9
"Caupolicán 717, Las Condes",Las Condes,68,71,30.05
"Caupolicán 1196, San Miguel",San Miguel,44,470,9.93
"Marcela Ríos 89, Estación Central",Estación Central,60,1514,7.98
"Pasaje Gabriela Mistral 3740, Lo Barnechea",Lo Barnechea,29,765,10.83
"Los Aromos 63, Santiago",Santiago,44,276,13.87
"Sergio Díaz 659, Providencia",Providencia,34,436,15.5
"Las Manzanillas 52, San Miguel",San Miguel,60,981,12.02
"Pasaje Los Piñones 77, Las Condes",Las Condes,45,2897,16.9
"Las Hortensias 998, San Miguel",San Miguel,58,1788,16.49
"Calle Los Pinos 795, La Florida",La Florida,69,335,12.71
"Calle Colo Colo 6177, Ñuñoa",Ñuñoa,58,5055,11.58
"Camino Bernarda Guajardo 2266, Santiago",Santiago,49,2,17.13
"Avenida Arturo Prat 81, La Florida",La Florida,29,22,11.02
"Las Rosas 62, Maipú",Maipú,44,1389,6.97
"Avenida Los Carrera 9, Providencia",Providencia,36,177,18.14
"Calle Nicole Ávila 4268, Ñuñoa",Ñuñoa,38,50,18.67
"Calle Ramón Freire 7205, Lo Barnechea",Lo Barnechea,38,216,12.69
"Sonia Díaz 4873, Estación Central",Estación Central,30,444,6.55
"Judith Cárdenas 282, Maipú",Maipú,20,1049,11.53
"Los Digitales 219, San Miguel",San Miguel,34,783,11.08
"Avda. Matías Contreras 1985, La Florida",La Florida,48,217,14.27
"Av. Sandra Aguayo 351, San Miguel",San Miguel,26,559,11.69
"Calle Las Lilas 5898, Santiago",Santiago,44,2085,10.32
"Ramón Carnicer 819, Las Condes",Las Condes,95,1349,34.61
"Avenida Los Laureles 1435, La Florida",La Florida,67,312,16.74
"Calle Alfonso Carrasco 40, Las Condes",Las Condes,86,3225,30.45
"Los Piñones 19, La Florida",La Florida,52,986,10.21
"Los Copihues 29, La Florida",La Florida,71,51,17.72
"Mario López 11, Macul",Macul,33,28,11.32
"Los Girasoles 5567, Vitacura",Vitacura,34,147,19.05
"Calle María Caro 78, Ñuñoa",Ñuñoa,20,1041,5.83
"Calle Arturo Prat 72, Providencia",Providencia,71,162,24.44
"Pedro Aguirre Cerda 6195, Ñuñoa",Ñuñoa,82,573,23.77
"Calle Susan Gutiérrez 9036, Las Condes",Las Condes,35,78,15.83
"María Rubio 13, Maipú",Maipú,40,2029,6.52
"Calle Manuel Montt 4559, San Miguel",San Miguel,33,337,10.28
"Calle Los Calafates 211, Ñuñoa",Ñuñoa,52,1909,16.73
"Pasaje Los Encinos 853, Ñuñoa",Ñuñoa,70,2318,22.24
"Psje. Las Araucarias 538, San Miguel",San Miguel,22,4,10.03
"Caupolicán 705, Santiago",Santiago,52,499,16.9
"Antonella Pérez 48, San Miguel",San Miguel,40,19,16.43
"Avda. Los Encinos 8203, Maipú",Maipú,46,1914,9.94
"Los Helechos 7044, San Miguel",San Miguel,53,584,13.66
"Av. Los Piñones 1967, Estación Central",Estación Central,41,62,12.68
"Los Carrera 7362, Maipú",Maipú,42,93,14.91
"José Tapia 650, Providencia",Providencia,41,386,19.92
"Av. Las Lilas 7059, Maipú",Maipú,65,2253,14.53
"Aníbal Pinto Garmendia 848, Las Condes",Las Condes,52,944,20.28
"Pedro de Valdivia 3673, La Florida",La Florida,48,1617,11.2
"Calle Caupolicán 6384, Ñuñoa",Ñuñoa,26,365,15.07
"Paula Durán 149, Maipú",Maipú,38,35,10.37
"Calle Salvador Allende 82, Maipú",Maipú,64,2929,10.04
"Los Cactus 670, La Florida",La Florida,45,13,13.84
"Las Margaritas 73, La Florida",La Florida,58,2359,13.2
"Calle Arturo Prat 68, Ñuñoa",Ñuñoa,90,367,29.35
"Calle Eusebio Lillo 3723, Las Condes",Las Condes,67,8,27.93
"Av. Lucas Reyes 828, San Miguel",San Miguel,46,934,7.64
"Elizabeth Paredes 6440, Lo Barnechea",Lo Barnechea,36,3151,14.88
"Camilo Rivas 2187, Santiago",Santiago,20,2696,5.0
"Juan Fuentes 761, Ñuñoa",Ñuñoa,41,140,12.8
"Calle Los Pinos 755, Estación Central",Estación Central,39,159,7.65
"Los Aromos 1, Santiago",Santiago,52,666,13.95
"Calle Sebastián Sepúlveda 419, La Florida",La Florida,42,811,13.19
"Los Aromos 68, Las Condes",Las Condes,39,1075,16.2
"Calle Karina León 9113, Maipú",Maipú,21,159,9.02
"Norma Araneda 118, Maipú",Maipú,30,2555,9.14
"Bárbara Bustos 543, San Miguel",San Miguel,54,814,9.1
"Calle Irene Sobarzo 8513, Santiago",Santiago,88,1502,19.84
"Lord Thomas Cochrane 681, La Florida",La Florida,42,621,10.15
"Las Hortensias 3639, Lo Barnechea",Lo Barnechea,50,427,22.15
